vehicle_id,model_name,brand,body_type,segment,usable_battery_kwh,real_range_km,efficiency_wh_km,acceleration_0_100_s,top_speed_km_h,towing_capacity_kg,price_eur,charging_time_min,max_charging_power_kw,horsepower_hp,torque_nm,maintenance_cost_euro_year,seating_capacity,boot_capacity_l,adas_level,safety_rating_euro_ncap,usage_type,energy_cost_euro_100km,insurance_rating,powertrain_type,fuel_type,segment_system,adas_level_clean,vehicle_classification
4313,Peugeot Z66,Peugeot,Sedan,D,8.4,900,411,9.6,227,713,52985,37,0,156,216,390,5,515,1,5,Personal,5.27,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4314,Ford WW4,Ford,Crossover,C,0,1009,473,9.8,202,1404,44551,0,0,138,209,374,6,606,1,4,Sports,7.81,4,Diesel,Diesel,Vehicle_Size,1,ICE
4315,Volkswagen EE-3,Volkswagen,Hatchback,F,0,1100,510,8.2,250,707,108024,0,0,269,460,735,5,394,2,4,Personal,8.41,7,Diesel,Diesel,Vehicle_Size,2,ICE
4316,Nissan V88,Nissan,MPV,B,0,598,668,11.3,183,912,27894,0,0,102,164,383,8,817,0,4,Personal,12.77,2,Petrol,Petrol,Vehicle_Size,0,ICE
4317,Porsche XX-4,Porsche,Convertible,C,0,719,627,11.4,220,0,41124,0,0,113,181,427,2,203,0,4,Personal,11.97,4,Petrol,Petrol,Vehicle_Size,0,ICE
4318,Kia U3 Pro,Kia,SUV,D,1.9,900,456,9.7,242,1990,55408,0,0,190,279,439,6,523,1,3,Personal,6.76,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4319,Vauxhall K6,Vauxhall,Wagon,C,0.9,900,484,9.6,247,1007,47845,0,0,196,259,639,5,621,1,4,Personal,8.32,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4320,Seat XX-44,Seat,Hatchback,C,1.3,900,434,9.4,233,618,49464,0,0,181,319,463,5,414,1,3,Personal,7.47,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4321,Ford HH3,Ford,Wagon,C,0,914,514,9.6,224,1271,47032,0,0,182,325,776,5,756,1,4,Personal,8.47,5,Diesel,Diesel,Vehicle_Size,1,ICE
4322,Toyota OO-7,Toyota,Sedan,D,1.8,900,500,8.1,250,998,62969,0,0,210,354,668,5,527,1,5,Personal,8.86,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4323,Nissan 666,Nissan,Hatchback,E,1.2,900,372,7.8,250,707,78350,0,0,304,455,664,5,329,2,5,Sports,6.4,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4324,BMW Q7,BMW,Crossover,C,0,986,542,10.1,241,1478,44285,0,0,159,313,787,6,712,1,3,Personal,8.93,4,Diesel,Diesel,Vehicle_Size,1,ICE
4325,Renault 999,Renault,SUV,C,1.9,900,500,11.1,204,1998,42176,0,0,150,254,428,5,720,1,4,Personal,7.47,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4326,Toyota BB-99,Toyota,SUV,D,0,955,545,8.9,250,1826,56647,0,0,213,287,593,5,552,1,3,Personal,10.41,3,Petrol,Petrol,Vehicle_Size,1,ICE
4327,BMW N88,BMW,SUV,C,1.9,900,500,10.7,225,1673,45050,0,0,153,203,267,7,509,1,4,Personal,8.16,3,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4328,Hyundai 333,Hyundai,Hatchback,B,0,617,619,10.5,210,714,31610,0,0,102,140,448,5,361,0,5,Personal,11.82,4,Petrol,Petrol,Vehicle_Size,0,ICE
4329,Vauxhall NN-1,Vauxhall,Hatchback,F,0,1100,450,7.2,250,684,120697,0,0,378,743,569,5,515,3,3,Commercial,6.08,9,Diesel,Diesel,Vehicle_Size,3,ICE
4330,Rolls-Royce 888,Rolls-Royce,Crossover,B,0,863,569,10.6,239,1447,34336,0,0,169,279,711,5,758,1,3,Personal,9.38,3,Diesel,Diesel,Vehicle_Size,1,ICE
4331,Mercedes-Benz 777,Mercedes-Benz,Crossover,B,0,1097,450,11.2,208,1298,34317,0,0,118,203,722,5,563,0,5,Personal,7.09,1,Diesel,Diesel,Vehicle_Size,0,ICE
4332,Porsche 999,Porsche,Hatchback,C,0,839,589,9.3,245,699,46877,0,0,195,356,584,5,313,1,5,Sports,9.71,5,Diesel,Diesel,Vehicle_Size,1,ICE
4333,BMW SS-9,BMW,SUV,A,0,823,524,11.2,184,1870,22694,0,0,70,131,816,6,578,0,4,Commercial,8.64,2,Diesel,Diesel,Vehicle_Size,0,ICE
4334,Lamborghini X22,Lamborghini,Crossover,A,0,588,606,10.7,190,1590,25502,0,0,93,162,455,6,586,0,4,Personal,10,4,Diesel,Diesel,Vehicle_Size,0,ICE
4335,Vauxhall WW-77,Vauxhall,Crossover,A,0.9,855,451,10.5,176,1501,25662,0,0,85,129,358,7,748,0,4,Personal,7.76,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
4336,BMW S-Class,BMW,Coupe,B,0,795,566,10.9,192,504,28277,0,0,115,168,454,3,368,0,4,Personal,10.81,3,Petrol,Petrol,Vehicle_Size,0,ICE
4337,Volkswagen Q4x,Volkswagen,SUV,C,0,1064,494,9.2,245,1733,44870,0,0,189,293,659,7,708,1,4,Commercial,8.15,2,Diesel,Diesel,Vehicle_Size,1,ICE
4338,Volkswagen PP5,Volkswagen,Crossover,D,1.5,900,312,8.8,250,1616,61693,0,0,237,326,706,6,607,1,3,Personal,5.36,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4339,Volvo E44,Volvo,Crossover,C,0,755,583,9.9,244,1357,41832,0,0,162,282,642,7,593,1,3,Commercial,11.14,5,Petrol,Petrol,Vehicle_Size,1,ICE
4340,Ford XX-3,Ford,Sedan,C,0,1100,450,9.1,236,837,41976,0,0,165,340,559,5,519,1,4,Personal,6.3,4,Diesel,Diesel,Vehicle_Size,1,ICE
4341,Mercedes-Benz F99,Mercedes-Benz,Hatchback,C,9.5,900,430,10.4,226,603,50353,56,0,164,280,683,5,321,1,4,Personal,5.75,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4342,Mercedes-Benz V2,Mercedes-Benz,Hatchback,C,8.7,900,434,8.9,250,687,49374,60,0,218,317,519,5,359,1,5,Personal,5.52,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4343,Toyota I-Class,Toyota,Coupe,C,0,942,506,11.4,207,658,38249,0,0,98,157,908,3,304,0,4,Personal,8.35,2,Diesel,Diesel,Vehicle_Size,0,ICE
4344,Peugeot SS3,Peugeot,Sedan,C,1.6,900,406,9.4,229,757,42570,0,0,143,223,665,5,557,1,4,Commercial,6.98,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4345,Hyundai F66,Hyundai,Crossover,C,0,850,552,9.1,222,1534,45997,0,0,176,273,364,5,565,1,4,Personal,9.1,4,Diesel,Diesel,Vehicle_Size,1,ICE
4346,Porsche B7x,Porsche,Crossover,C,0,692,658,8.8,250,1536,48382,0,0,206,362,515,7,747,1,3,Personal,12.58,4,Petrol,Petrol,Vehicle_Size,1,ICE
4347,Kia U66,Kia,SUV,A,0,658,550,11.1,181,1684,30665,0,0,91,177,464,5,728,0,4,Personal,9.07,1,Diesel,Diesel,Vehicle_Size,0,ICE
4348,Mini MM-1,Mini,Coupe,E,0,1086,588,8.2,250,477,77140,0,0,255,523,907,4,284,2,4,Personal,9.69,7,Diesel,Diesel,Vehicle_Size,2,ICE
4349,Volvo H8x,Volvo,Wagon,F,0,1100,450,8.6,250,1092,101843,0,0,283,563,558,5,892,2,5,Personal,7.28,7,Diesel,Diesel,Vehicle_Size,2,ICE
4350,Ford CC-2,Ford,Hatchback,E,1.2,900,345,8.9,250,712,78198,0,0,253,381,332,5,491,2,5,Personal,5.93,6,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4351,Renault B5 Pro,Renault,Wagon,A,10.5,900,402,9.7,214,1186,31709,27,0,143,209,658,5,705,1,4,Personal,5,2,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4352,BMW W8x,BMW,SUV,D,0.8,900,500,9.6,250,1981,65553,0,0,278,478,272,7,462,2,5,Personal,9.35,5,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4353,Mazda D-Class,Mazda,SUV,C,0,888,573,10,232,1708,40797,0,0,148,272,547,7,666,1,5,Personal,9.45,3,Diesel,Diesel,Vehicle_Size,1,ICE
4354,Volkswagen Q6,Volkswagen,Wagon,B,0.9,900,345,11.5,204,1179,32083,0,0,108,188,613,5,837,0,3,Personal,5.94,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
4355,Jaguar SS-5,Jaguar,Crossover,E,0,878,700,8.1,250,1455,81237,0,0,253,370,556,5,725,2,4,Personal,13.7,7,Petrol,Petrol,Vehicle_Size,2,ICE
4356,Honda 999,Honda,Sedan,D,1.6,900,408,10.4,234,1063,53057,0,0,150,237,712,5,610,1,3,Personal,6.05,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4357,Dacia EE1,Dacia,Pickup,B,0,942,450,10.3,214,2441,35765,0,0,164,252,597,3,0,1,5,Personal,8.31,3,Petrol,Petrol,Vehicle_Size,1,ICE
4358,Opel 777,Opel,Crossover,F,8.2,900,344,6.7,250,1393,109385,47,0,296,412,519,5,444,2,4,Personal,5,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4359,Volvo N11,Volvo,Crossover,B,0,1100,450,11.2,223,1407,34164,0,0,143,257,613,5,709,1,4,Personal,6.28,4,Diesel,Diesel,Vehicle_Size,1,ICE
4360,Hyundai K7 Pro,Hyundai,Hatchback,C,9.7,856,500,9,233,605,53520,21,0,182,244,770,5,389,1,4,Personal,5.7,5,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4361,Peugeot TT-8,Peugeot,Sedan,B,0,625,667,10,222,830,32254,0,0,140,208,565,5,401,1,4,Personal,12.74,3,Petrol,Petrol,Vehicle_Size,1,ICE
4362,Toyota NN2,Toyota,SUV,B,0.9,900,352,9.6,226,1697,38699,0,0,150,235,605,6,610,1,4,Personal,6.05,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4363,Mazda ZZ5,Mazda,Crossover,F,1.1,900,410,6.4,250,1502,116502,0,0,345,474,715,5,636,2,4,Personal,7.05,9,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4364,Cupra BB-66,Cupra,SUV,C,0,602,700,9.5,248,1644,42322,0,0,162,272,462,7,678,1,4,Commercial,14.17,4,Petrol,Petrol,Vehicle_Size,1,ICE
4365,Hyundai II2,Hyundai,Wagon,B,0,827,555,9.1,246,1269,37663,0,0,163,262,400,5,529,1,5,Sports,9.15,4,Diesel,Diesel,Vehicle_Size,1,ICE
4366,Mercedes-Benz V22,Mercedes-Benz,Sedan,D,1,900,365,8.2,250,905,61338,0,0,287,477,670,5,405,2,3,Personal,6.27,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4367,Lamborghini CC7,Lamborghini,Wagon,E,0,1100,517,9.1,244,1395,69784,0,0,206,270,750,5,527,1,4,Personal,9.88,6,Petrol,Petrol,Vehicle_Size,1,ICE
4368,Toyota C-Class,Toyota,Coupe,E,0,1100,532,9.2,250,556,67588,0,0,191,362,688,3,214,1,3,Personal,8.77,6,Diesel,Diesel,Vehicle_Size,1,ICE
4369,Audi LL7,Audi,Wagon,E,1.4,900,496,9.6,250,1244,70451,0,0,213,320,418,5,531,1,5,Commercial,7.36,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4370,Fiat A-Class,Fiat,Wagon,E,1,900,476,10.2,250,1441,73362,0,0,202,343,624,5,577,1,4,Personal,8.17,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4371,Citroën T4x,Citroën,Convertible,D,0,1019,591,8.9,234,52,56584,0,0,157,285,709,3,200,1,3,Personal,9.74,4,Diesel,Diesel,Vehicle_Size,1,ICE
4372,Mercedes-Benz PP9,Mercedes-Benz,Hatchback,C,0,720,587,11.9,200,674,36047,0,0,92,137,650,5,467,0,5,Commercial,11.2,2,Petrol,Petrol,Vehicle_Size,0,ICE
4373,Volvo MM-33,Volvo,Wagon,E,1.2,900,500,8.2,250,1096,73957,0,0,258,422,681,5,714,2,4,Personal,10.18,6,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4374,Audi Q1,Audi,Pickup,B,0,843,475,9,225,2500,36575,0,0,164,282,632,2,0,1,3,Commercial,7.84,4,Diesel,Diesel,Vehicle_Size,1,ICE
4375,Toyota A55,Toyota,Crossover,B,0,631,640,10.4,232,1379,32468,0,0,140,207,460,7,613,1,4,Personal,12.23,2,Petrol,Petrol,Vehicle_Size,1,ICE
4376,Audi O33,Audi,Sedan,C,0,1100,475,10.2,225,763,41931,0,0,135,235,561,5,559,1,4,Personal,7.84,3,Diesel,Diesel,Vehicle_Size,1,ICE
4377,Suzuki C8,Suzuki,Pickup,C,0,963,450,11,215,2364,38627,0,0,124,205,646,5,0,1,5,Personal,8.36,3,Petrol,Petrol,Vehicle_Size,1,ICE
4378,Renault 222,Renault,Hatchback,C,0,1018,450,8.8,250,610,48761,0,0,225,362,486,5,431,1,3,Personal,8.52,4,Petrol,Petrol,Vehicle_Size,1,ICE
4379,Land Rover K22,Land Rover,SUV,E,0,1100,450,7.9,250,1805,78100,0,0,289,584,570,6,510,2,4,Commercial,7.2,7,Diesel,Diesel,Vehicle_Size,2,ICE
4380,Volkswagen TT-4,Volkswagen,Hatchback,C,0,1100,450,9.5,222,669,43743,0,0,167,250,688,5,496,1,4,Commercial,6.51,4,Diesel,Diesel,Vehicle_Size,1,ICE
4381,Saab U7x,Saab,SUV,C,0,963,528,9.1,250,1863,39735,0,0,165,262,647,7,452,1,5,Personal,8.71,2,Diesel,Diesel,Vehicle_Size,1,ICE
4382,Opel SS-88,Opel,SUV,C,0,903,527,10.7,208,1669,39773,0,0,133,206,708,6,563,1,3,Personal,10.07,2,Petrol,Petrol,Vehicle_Size,1,ICE
4383,Peugeot B9x,Peugeot,SUV,D,1.7,900,453,7.3,250,1695,65512,0,0,295,482,739,7,608,2,4,Personal,7.8,7,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4384,Lamborghini GG-22,Lamborghini,MPV,B,0,962,450,10.7,212,1218,33911,0,0,122,189,509,6,607,1,4,Commercial,7.28,3,Diesel,Diesel,Vehicle_Size,1,ICE
4385,Vauxhall O88,Vauxhall,SUV,A,0,491,666,11.8,201,1684,25004,0,0,96,139,696,5,607,0,5,Commercial,12.72,1,Petrol,Petrol,Vehicle_Size,0,ICE
4386,Rolls-Royce HH-22,Rolls-Royce,SUV,D,1.6,900,457,9.9,226,1637,54641,0,0,149,267,578,6,512,1,4,Personal,7.85,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4387,Opel E88,Opel,Convertible,C,0,742,622,10.9,194,0,37316,0,0,120,175,609,3,241,0,4,Personal,11.87,3,Petrol,Petrol,Vehicle_Size,0,ICE
4388,Audi W1x,Audi,Coupe,C,0,1049,494,10.2,224,494,40701,0,0,138,236,543,4,220,1,4,Personal,8.14,3,Diesel,Diesel,Vehicle_Size,1,ICE
4389,Suzuki LL-99,Suzuki,Sedan,C,0,1100,450,9.3,250,892,47568,0,0,179,293,672,5,514,1,3,Personal,7.01,3,Diesel,Diesel,Vehicle_Size,1,ICE
4390,Toyota U8 Pro,Toyota,Hatchback,A,1.3,900,312,10.2,191,686,28459,0,0,84,110,441,5,423,0,4,Personal,5.36,3,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
4391,Renault O6 Pro,Renault,Crossover,D,0,995,549,9,235,1646,55099,0,0,207,343,372,7,751,1,4,Personal,9.05,5,Diesel,Diesel,Vehicle_Size,1,ICE
4392,Hyundai VV-4,Hyundai,Coupe,C,0,1013,490,10.4,208,536,37755,0,0,121,167,744,2,230,1,4,Personal,9.36,3,Petrol,Petrol,Vehicle_Size,1,ICE
4393,Volvo G-Class,Volvo,Crossover,C,1.9,900,345,9.9,199,1500,42860,0,0,126,188,425,6,516,1,5,Personal,5.93,1,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4394,Mazda 777,Mazda,Sedan,E,0,936,593,7.9,229,1062,71266,0,0,204,289,509,5,530,1,5,Personal,11.32,5,Petrol,Petrol,Vehicle_Size,1,ICE
4395,Skoda KK4,Skoda,Wagon,D,0,1011,567,8.2,242,1317,55571,0,0,198,342,547,5,728,1,4,Personal,9.36,4,Diesel,Diesel,Vehicle_Size,1,ICE
4396,Fiat R6,Fiat,Crossover,B,0,919,471,11.6,229,1412,28805,0,0,119,171,743,6,623,0,4,Personal,9,2,Petrol,Petrol,Vehicle_Size,0,ICE
4397,Renault H22,Renault,Crossover,D,0,811,667,9.5,240,1600,54436,0,0,182,320,621,6,707,1,4,Personal,12.74,4,Petrol,Petrol,Vehicle_Size,1,ICE
4398,Hyundai B33,Hyundai,Convertible,B,0,457,700,10.3,188,213,28036,0,0,82,118,579,2,249,0,4,Commercial,15.28,3,Petrol,Petrol,Vehicle_Size,0,ICE
4399,Audi 222,Audi,Wagon,B,15.9,900,407,9.9,226,1413,34081,37,0,134,188,651,5,674,1,4,Personal,5,4,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4400,Kia AA6,Kia,Crossover,D,0,884,622,9.6,246,1617,54947,0,0,177,298,651,5,537,1,4,Commercial,11.88,4,Petrol,Petrol,Vehicle_Size,1,ICE
4401,Ford NN-55,Ford,Crossover,B,0,868,511,11.5,169,1547,26604,0,0,73,125,525,7,425,0,4,Personal,9.75,1,Petrol,Petrol,Vehicle_Size,0,ICE
4402,Hyundai T-Class,Hyundai,Crossover,C,0,568,700,9.9,247,1535,36659,0,0,148,235,566,7,555,1,4,Personal,16.25,3,Petrol,Petrol,Vehicle_Size,1,ICE
4403,Volkswagen Q-Class,Volkswagen,SUV,E,0,1100,565,8.1,250,1975,90833,0,0,337,571,886,6,580,2,5,Commercial,9.31,7,Diesel,Diesel,Vehicle_Size,2,ICE
4404,Citroën A3,Citroën,SUV,D,0,1100,494,10.4,250,1639,57897,0,0,199,393,478,7,718,1,4,Personal,8.15,6,Diesel,Diesel,Vehicle_Size,1,ICE
4405,Ferrari S8x,Ferrari,Wagon,E,0,1100,467,9.5,239,1352,69634,0,0,192,313,463,5,782,1,5,Personal,8.92,5,Petrol,Petrol,Vehicle_Size,1,ICE
4406,Lexus K5x,Lexus,Crossover,E,0,1100,491,7.1,250,1516,78857,0,0,309,460,717,6,512,2,4,Personal,9.38,8,Petrol,Petrol,Vehicle_Size,2,ICE
4407,Rolls-Royce W7 Pro,Rolls-Royce,SUV,C,0.9,900,460,9.1,250,1689,50183,0,0,220,330,626,7,519,1,5,Commercial,7.91,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4408,Seat NN-55,Seat,Hatchback,D,0,1100,454,7.6,250,558,56380,0,0,247,322,561,5,449,2,3,Sports,8.67,5,Petrol,Petrol,Vehicle_Size,2,ICE
4409,Mini TT-88,Mini,Wagon,C,0,686,700,10.5,243,995,47537,0,0,158,242,884,5,767,1,4,Commercial,12.69,3,Diesel,Diesel,Vehicle_Size,1,ICE
4410,Audi C-Class,Audi,Crossover,D,1.3,900,432,9.5,225,1568,53204,0,0,184,251,422,6,518,1,3,Commercial,7.42,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4411,Skoda NN-6,Skoda,SUV,C,0,1100,450,9.7,212,2031,38745,0,0,124,203,584,5,469,1,5,Personal,6.08,3,Diesel,Diesel,Vehicle_Size,1,ICE
4412,Volkswagen X1x,Volkswagen,SUV,A,1.5,900,386,9.5,238,1740,35807,0,0,161,283,584,7,630,1,5,Personal,5.73,2,Hybrid,Diesel+Electric,Vehicle_Size,1,Hybrid
4413,Hyundai L-Class,Hyundai,Sedan,B,0,949,488,9.6,250,798,44002,0,0,194,382,571,5,541,1,4,Personal,8.06,4,Diesel,Diesel,Vehicle_Size,1,ICE
4414,Audi O4,Audi,Pickup,D,0,904,636,8.7,228,2500,56429,0,0,168,255,524,5,0,1,3,Personal,10.48,4,Diesel,Diesel,Vehicle_Size,1,ICE
4415,Peugeot LL4,Peugeot,Convertible,B,2,900,372,10.8,164,14,32167,0,0,70,100,458,4,208,0,4,Personal,6.4,2,Hybrid,Petrol+Electric,Vehicle_Size,0,Hybrid
4416,Kia GG-11,Kia,Crossover,C,0,936,564,9.6,212,1651,38720,0,0,159,292,789,5,590,1,4,Personal,9.31,2,Diesel,Diesel,Vehicle_Size,1,ICE
4417,Koenigsegg I7x,Koenigsegg,SUV,E,0,1100,450,9.3,250,1683,72489,0,0,229,392,594,5,788,1,5,Commercial,6.08,6,Diesel,Diesel,Vehicle_Size,1,ICE
4418,Volkswagen P88,Volkswagen,Wagon,D,1.9,890,500,10.4,226,1278,58173,0,0,187,318,612,5,781,1,4,Personal,10.3,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4419,Volkswagen 666,Volkswagen,SUV,C,0,664,700,10.2,224,2018,41922,0,0,150,309,520,5,766,1,5,Commercial,11.65,4,Diesel,Diesel,Vehicle_Size,1,ICE
4420,Volvo T77,Volvo,Pickup,B,0.9,761,482,8,219,2374,34752,0,0,156,242,632,5,0,1,4,Personal,8.29,2,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4421,Opel LL-4,Opel,Hatchback,E,0,1093,523,8.2,244,662,76964,0,0,219,304,713,5,306,1,4,Personal,9.98,5,Petrol,Petrol,Vehicle_Size,1,ICE
4422,Renault X6,Renault,Hatchback,C,2,900,423,11.7,221,657,46912,0,0,175,306,535,5,507,1,3,Personal,7.27,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4423,Nissan ZZ-11,Nissan,Crossover,C,0,1100,450,10.3,201,1590,37112,0,0,140,211,619,7,744,1,5,Personal,7.65,3,Petrol,Petrol,Vehicle_Size,1,ICE
4424,Peugeot M66,Peugeot,Sedan,E,15.5,900,415,7.9,241,1051,70992,56,0,183,276,546,5,538,1,4,Personal,5.58,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4425,Toyota 999,Toyota,Crossover,B,0,705,577,11.6,210,1418,34402,0,0,137,226,538,6,617,1,3,Commercial,11.02,2,Petrol,Petrol,Vehicle_Size,1,ICE
4426,Seat P77,Seat,Wagon,C,0,1013,481,9.6,214,1500,40035,0,0,127,189,581,5,568,1,4,Personal,9.19,3,Petrol,Petrol,Vehicle_Size,1,ICE
4427,Renault OO-5,Renault,Hatchback,B,0,914,487,11.5,189,707,28856,0,0,79,129,586,5,447,0,3,Personal,8.04,4,Diesel,Diesel,Vehicle_Size,0,ICE
4428,Audi CC-6,Audi,SUV,B,0,573,700,10.4,191,1732,29362,0,0,86,144,530,5,683,0,5,Commercial,14.07,3,Petrol,Petrol,Vehicle_Size,0,ICE
4429,Peugeot R-Class,Peugeot,Crossover,C,1.2,900,404,10.9,247,1671,47659,0,0,178,248,380,7,698,1,5,Personal,6.94,3,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4430,Volkswagen UU7,Volkswagen,Coupe,D,0,1100,464,8.5,228,517,56199,0,0,192,253,417,4,234,1,4,Personal,8.86,6,Petrol,Petrol,Vehicle_Size,1,ICE
4431,Opel KK7,Opel,SUV,C,12,900,452,8.9,250,1755,48027,24,0,196,303,360,7,468,1,4,Personal,5.92,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4432,Land Rover H5x,Land Rover,Sedan,D,1.7,900,412,9.3,250,835,65932,0,0,232,306,421,5,492,1,4,Personal,7.08,6,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4433,Ford II5,Ford,Crossover,D,0,1100,450,9.5,227,1752,47990,0,0,158,308,650,6,474,1,5,Commercial,7.38,5,Diesel,Diesel,Vehicle_Size,1,ICE
4434,Seat KK-5,Seat,SUV,E,0,1100,460,10.3,214,1681,65448,0,0,147,302,546,5,774,1,4,Personal,7.58,6,Diesel,Diesel,Vehicle_Size,1,ICE
4435,Toyota 222,Toyota,Wagon,A,0,721,559,11.2,205,1335,25266,0,0,110,224,490,5,563,0,4,Personal,9.23,2,Diesel,Diesel,Vehicle_Size,0,ICE
4436,Toyota T4x,Toyota,Crossover,D,0,824,694,9,250,1403,56011,0,0,215,296,795,7,483,1,4,Personal,13.26,6,Petrol,Petrol,Vehicle_Size,1,ICE
4437,Ford XX-5,Ford,Sedan,B,1.8,896,460,9.6,199,825,31777,0,0,132,233,673,5,417,1,4,Personal,7.91,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4438,Peugeot T-Class,Peugeot,Wagon,D,1.9,900,336,8,250,1190,57548,0,0,241,327,404,5,852,2,4,Personal,5.77,4,Hybrid,Petrol+Electric,Vehicle_Size,2,Hybrid
4439,Opel H-Class,Opel,SUV,C,0,775,633,10.3,231,1856,42762,0,0,120,204,468,6,482,0,4,Personal,10.44,4,Diesel,Diesel,Vehicle_Size,0,ICE
4440,Opel I1x,Opel,Hatchback,D,0,970,638,9.7,245,503,54426,0,0,191,295,501,5,406,1,3,Personal,10.52,5,Diesel,Diesel,Vehicle_Size,1,ICE
4441,Volkswagen W9 Pro,Volkswagen,Crossover,B,10.2,900,300,11.3,217,1435,37930,23,0,103,177,519,6,733,0,5,Personal,5,4,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
4442,Opel E44,Opel,MPV,D,0,1100,450,8.7,250,1323,62988,0,0,233,378,485,8,656,1,4,Personal,6.11,6,Diesel,Diesel,Vehicle_Size,1,ICE
4443,Mini T6,Mini,Wagon,B,16.6,900,417,11.2,205,1323,32601,45,0,104,169,430,5,639,0,4,Personal,5,2,Hybrid,Diesel+Electric,Vehicle_Size,0,Hybrid
4444,Bentley O3 Pro,Bentley,Sedan,B,16.5,900,346,7.8,250,865,44519,40,0,222,374,634,5,542,1,4,Personal,5,5,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4445,Mercedes-Benz ZZ-44,Mercedes-Benz,Wagon,C,0,800,596,10.3,216,1059,41480,0,0,140,240,568,5,545,1,4,Commercial,9.84,3,Diesel,Diesel,Vehicle_Size,1,ICE
4446,Lancia V9 Pro,Lancia,Sedan,C,0,884,604,9.3,234,926,45229,0,0,192,374,458,5,516,1,4,Commercial,9.97,4,Diesel,Diesel,Vehicle_Size,1,ICE
4447,Seat D-Class,Seat,Crossover,D,0,1100,450,9.7,250,1600,52946,0,0,185,312,623,6,662,1,3,Personal,7.16,5,Diesel,Diesel,Vehicle_Size,1,ICE
4448,Volvo D11,Volvo,SUV,D,0,763,691,8.9,250,1822,61864,0,0,244,335,612,5,601,2,4,Personal,13.19,6,Petrol,Petrol,Vehicle_Size,2,ICE
4449,Toyota EE-11,Toyota,Sedan,C,1.4,829,500,8.2,250,1069,48181,0,0,222,340,609,5,468,1,4,Commercial,8.89,4,Hybrid,Petrol+Electric,Vehicle_Size,1,Hybrid
4450,Volkswagen D88,Volkswagen,SUV,D,0,1024,536,9.2,250,1768,55728,0,0,192,366,446,7,506,1,4,Commercial,8.83,3,Diesel,Diesel,Vehicle_Size,1,ICE
4451,Vauxhall Q6,Vauxhall,MPV,D,0,944,573,10,250,1042,55215,0,0,201,265,688,7,602,1,4,Personal,10.94,4,Petrol,Petrol,Vehicle_Size,1,ICE
4452,Cupra R-Class,Cupra,Sedan,E,0,1100,593,7.4,250,829,83756,0,0,316,619,630,5,452,2,5,Personal,9.78,8,Diesel,Diesel,Vehicle_Size,2,ICE
